feature,feature_class,train_mean,spider_mean,median_abs_z,mean_z
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,349.19365045696156,243.48786217537221,1.501590385483234,-1.672193141396989
wavelet-LHL_glszm_ZoneEntropy,glszm,6.5111077428450015,6.248335283160535,1.4936614236663157,-1.2012283242198596
wavelet-LLL_glcm_JointEntropy,glcm,9.05553188273668,8.161080119219877,1.4863705246754768,-1.8089583392625854
wavelet-HHH_glcm_Imc1,glcm,-0.14735005728059392,-0.25636436324277356,1.436102714810389,-1.8815303184468533
lbp-3D-m2_glszm_LargeAreaHighGrayLevelEmphasis,glszm,43707.429929529004,12057.091103849989,1.4316665908326527,-1.3100041287044224
wavelet-HLL_gldm_DependenceEntropy,gldm,6.325926828435054,6.049149175285693,1.4276081279786026,-1.4469711433408667
lbp-3D-m1_gldm_LargeDependenceEmphasis,gldm,44.24562907918071,32.08118959664627,1.4193215261516368,-1.2264904996202144
original_shape_Flatness,shape,0.22644333329449345,0.1689829148342307,1.4161415560145336,-1.389407885771971
original_shape_Sphericity,shape,0.6328495965434547,0.5231881141252468,1.4138080261023935,-1.6873032512543755
log-sigma-4-0-mm-3D_glcm_Idm,glcm,0.2967871932564362,0.2048186501034031,1.4118605393961319,-1.2653834434648803
original_shape_LeastAxisLength,shape,10.573505792581019,8.213771406854242,1.400240745502308,-1.3434858353201315
lbp-3D-k_firstorder_10Percentile,firstorder,-1.1317082935268639,-1.0267306218842611,1.3966480378991737,1.233148416524188
lbp-3D-k_glrlm_RunEntropy,glrlm,2.543545743858777,2.2528350201233036,1.3905636549333038,-1.7231080832998975
wavelet-HHH_glcm_Imc2,glcm,0.7874464471195166,0.8801554976835612,1.390053813558078,0.9609287679253748
lbp-3D-m2_firstorder_Median,firstorder,13.148782969324506,12.098907194195121,1.3733553193728893,-1.1854479773904092
log-sigma-5-0-mm-3D_glcm_Imc2,glcm,0.8891459391369825,0.9708213347703045,1.3722577870657227,1.2462889473886525
wavelet-HLL_glcm_Imc1,glcm,-0.2558710105557923,-0.35507876252267473,1.371753025570485,-1.5116280832996196
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,glszm,0.4826690394150145,0.5408241933970204,1.3672373321164624,1.2691640341929196
wavelet-HHH_firstorder_Variance,firstorder,395.72186115254556,812.8302889723409,1.36558433349544,1.9999102471752839
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,glszm,0.4870087397955939,0.553692019162741,1.3654115723668763,1.2153869320063857
exponential_glrlm_RunEntropy,glrlm,2.3461455159889413,2.116159769127683,1.36367195196978,-0.8570572890983527
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,glszm,0.4892358708707092,0.5451353054053518,1.3566275029902148,1.2361463690339387
gradient_glszm_SmallAreaHighGrayLevelEmphasis,glszm,60.248453333759315,43.538058796805345,1.3503994738539178,-0.8466812307838575
wavelet-HLH_glcm_Imc1,glcm,-0.19805687918035497,-0.30241662879674697,1.349757194995127,-1.6915361914380556
wavelet-LLH_glszm_SizeZoneNonUniformity,glszm,302.53073160857355,214.79707518653294,1.3304350123966042,-1.1703826537058022
wavelet-LHH_glcm_JointEntropy,glcm,8.58984088729618,7.829389798672201,1.328329688532807,-1.6541861404567837
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,glszm,0.061366955576380236,0.0401605957293068,1.316522409495132,-1.242405091610285
wavelet-HLH_firstorder_10Percentile,firstorder,-28.559189244407474,-36.168484496741065,1.31072865262351,-1.1146599900947693
wavelet-HLL_glszm_ZoneEntropy,glszm,6.0691048319762855,5.822785001325626,1.3075266316795828,-1.1295325010708155
gradient_glszm_GrayLevelVariance,glszm,18.161621472645717,12.989919502454525,1.3031805160546468,-0.8211745038988209
lbp-3D-m1_glrlm_RunVariance,glrlm,0.37396144150792443,0.27012257837447534,1.303105338557212,-1.0395838232887513
log-sigma-3-0-mm-3D_glcm_MCC,glcm,0.7041972719160017,0.8354679626329745,1.294732585950014,1.2898737285505677
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,447.56425834075736,323.0824543659716,1.2936719676509474,-0.8630676169549166
logarithm_firstorder_Minimum,firstorder,-557.0528082835417,-464.35398153099504,1.2928554007412274,0.9156299222627408
wavelet-LLL_glcm_DifferenceEntropy,glcm,5.513836450705333,5.051884848685492,1.2902240420024744,-1.2133091287396287
wavelet-LLH_glcm_MCC,glcm,0.8770461996637386,0.9230285319039059,1.2891522517190812,0.6569806971919242
log-sigma-3-0-mm-3D_glcm_Imc2,glcm,0.8806599594019817,0.9678787086710176,1.2871857996777116,1.1304972259856008
exponential_glrlm_RunLengthNonUniformityNormalized,glrlm,0.26205478803147353,0.35137134965151595,1.2845118496293244,1.8394298760981214
wavelet-LHL_firstorder_Maximum,firstorder,349.939799359625,423.596454947014,1.2791140085577426,0.7995306926714484
log-sigma-5-0-mm-3D_glcm_ClusterShade,glcm,-95.69009570134408,-390.67654923803724,1.2718378930829828,-0.7980223319745667
wavelet-LLH_firstorder_10Percentile,firstorder,-163.86779382257603,-113.60254138893302,1.269410637575021,0.8312061549302443
lbp-3D-m1_glszm_LargeAreaHighGrayLevelEmphasis,glszm,15281.31252340224,5213.101014906253,1.268108147521528,-1.1495651914479548
gradient_firstorder_Maximum,firstorder,104.93946741497706,84.71574199938495,1.2571929590162851,-0.9026565213670934
wavelet-HHH_firstorder_InterquartileRange,firstorder,19.44382730523472,26.994160680783075,1.257190516193731,1.354637464321421
original_firstorder_Minimum,firstorder,-160.32539029901486,-159.30704803953486,1.2565131139303722,0.057826511402908606
lbp-3D-k_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,256.78660540695915,187.40605918590347,1.256156535850109,-1.4088960848513707
wavelet-HLH_gldm_DependenceEntropy,gldm,6.014776361251561,5.83150720293615,1.2533298886891382,-1.0726990826063363
gradient_glrlm_LongRunHighGrayLevelEmphasis,glrlm,65.93138514816286,49.8852461264531,1.2494068859158227,-0.6919978076639032
wavelet-LLH_glcm_Imc1,glcm,-0.5930411954817506,-0.623223015090686,1.246108842945942,-0.3634683072588469
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,gldm,15.021528055106513,6.647677779054797,1.243376108218316,-1.0843886914658043
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,0.023205616591397988,0.03139992004705864,1.2425709849092306,1.4202615416542725
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,gldm,38.08810446419889,16.632392284748956,1.239242973603068,-1.1071794266939448
lbp-3D-m2_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,7.957040151018927,7.52014140180427,1.23696262675469,-0.7407928874707846
lbp-3D-k_gldm_SmallDependenceHighGrayLevelEmphasis,gldm,0.06394977683528084,0.09862834076095357,1.2327639217564448,1.6247752412970022
wavelet-HHL_glcm_Imc1,glcm,-0.19464265496279357,-0.28317375593042843,1.2310484242379776,-1.542139879868829
lbp-3D-m2_glszm_LargeAreaLowGrayLevelEmphasis,glszm,506.05242645556353,220.4851500565156,1.224506143610781,-0.9963731546814345
gradient_gldm_DependenceNonUniformity,gldm,75.814286357988,56.867245517200594,1.2232472038004467,-0.9391008740738709
log-sigma-3-0-mm-3D_glcm_ClusterProminence,glcm,29590.269419419707,350439.6361248239,1.2218393291970595,6.971528285413654
square_glszm_ZonePercentage,glszm,0.1854976041677587,0.278333605243281,1.2138518088921701,1.2058794234129502
lbp-3D-m1_glcm_Autocorrelation,glcm,8.026065941564692,7.375308072529873,1.2129605238319765,-0.8131914490039691
exponential_gldm_DependenceVariance,gldm,24.474602306072196,21.078663622172428,1.2120149214974583,-0.8133584133114585
lbp-3D-m1_firstorder_Median,firstorder,12.537442548249931,11.515608438202797,1.2065225927056302,-1.0346467953832597
wavelet-HLH_glcm_Imc2,glcm,0.8767679214400981,0.9213249918795046,1.2009440536904654,0.6503582026838298
wavelet-HLL_glcm_DifferenceAverage,glcm,5.571421961108457,6.800767677307557,1.2005990970290639,0.9901079892994298
wavelet-LLL_glcm_SumEntropy,glcm,6.813089424835983,6.251752790245845,1.1947220421965496,-1.1857959458844287
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,0.0032227939589810186,0.005731130271327803,1.1885839019401274,1.6488878014448942
square_glrlm_RunEntropy,glrlm,3.536068701989519,3.5275293439737556,1.1868150320658428,-0.027483421969455673
wavelet-HHH_gldm_GrayLevelNonUniformity,gldm,47.32260198169781,28.855015733104086,1.1838873390551201,-0.8799395472626251
gradient_firstorder_Variance,firstorder,333.0395175636729,241.22418040881567,1.1724287492795793,-0.6420135674169027
square_glcm_Imc2,glcm,0.581192527354202,0.6836289151099334,1.1706072745029656,0.7249566161952968
log-sigma-4-0-mm-3D_glcm_MCC,glcm,0.708791188854077,0.8369065586512179,1.170190651239934,1.1465750176966587
lbp-3D-m1_glrlm_RunEntropy,glrlm,2.8810842975401036,2.735635357412625,1.166605505808401,-1.533074429421601
wavelet-HLH_firstorder_Variance,firstorder,701.5397598078596,1131.3455626453488,1.164687796955373,1.344745191745445
wavelet-HHH_firstorder_Range,firstorder,176.76552808850187,235.04142038880246,1.163657409121849,1.037833704924078
log-sigma-5-0-mm-3D_glcm_MCC,glcm,0.6989482486405223,0.8200189434057067,1.1634707725781104,1.073727651420713
lbp-3D-k_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,213.89695752398856,139.7521313397414,1.161118401713975,-1.0545790798495864
lbp-3D-m2_gldm_DependenceVariance,gldm,8.611507435250262,6.657905186126372,1.140566482410028,-0.9501935015884488
lbp-3D-k_glrlm_LongRunHighGrayLevelEmphasis,glrlm,9.96959195341667,7.670521497510679,1.137107286587632,-0.9927724951628911
square_gldm_DependenceEntropy,gldm,5.672674828834024,5.459859444532656,1.1366784565302823,-0.8179393637394475
wavelet-HLH_glrlm_RunEntropy,glrlm,4.495800805746369,4.582372558480488,1.1363705494275818,0.33286637531006036
wavelet-HLH_firstorder_90Percentile,firstorder,28.31645540743035,34.75949459239382,1.1358312745366148,0.8750584373881662
lbp-3D-m2_glcm_Autocorrelation,glcm,8.373850886930617,7.6653986135221075,1.1348789017946945,-0.7599422595601053
logarithm_firstorder_TotalEnergy,firstorder,7357474641.348474,1600200758.8421903,1.134656357785956,-1.07698512803305
wavelet-LLH_firstorder_90Percentile,firstorder,218.25057451315286,211.25900308771733,1.1229327489452923,-0.1452072004817949
wavelet-HHL_glcm_Imc2,glcm,0.8636304033933756,0.9012582012221231,1.118424721273961,0.5479363740490989
lbp-3D-m1_gldm_DependenceEntropy,gldm,5.053175890441222,4.855477028894941,1.118126202726043,-1.3476320861783022
wavelet-LHL_glszm_SizeZoneNonUniformity,glszm,219.27777950693672,181.33639094340543,1.1116379696845808,-0.6655444662321991
wavelet-LHH_firstorder_Maximum,firstorder,207.07582030027206,268.8363415025229,1.110074411717194,0.8503118688553349
wavelet-LLH_firstorder_Entropy,firstorder,6.4813953482791105,6.101026777027996,1.1083987477536712,-1.2427576461139642
wavelet-HLL_gldm_GrayLevelNonUniformity,gldm,28.64319700219696,19.334976035208054,1.1076128280323339,-0.7713548290932644
gradient_glszm_ZoneEntropy,glszm,5.281235482406946,4.941667133719221,1.1068156309979644,-1.0637232326689994
wavelet-HLL_glcm_Idn,glcm,0.9324603243035136,0.91521389442308,1.10514512148401,-0.9706626917067029
gradient_glcm_JointEntropy,glcm,6.348751276962263,5.7333911885894375,1.1028300711592136,-0.9676646016359219
wavelet-LLH_firstorder_Range,firstorder,715.2971258179489,664.2874428557736,1.102093154124647,-0.32100394283920364
wavelet-HLL_glcm_Imc2,glcm,0.9319477289166488,0.9518198462505134,1.0981380039747177,0.4735510179249859
square_gldm_DependenceNonUniformityNormalized,gldm,0.11768549558484691,0.14218684486748012,1.097131548650946,0.68566786894706
wavelet-HLL_glcm_JointEntropy,glcm,7.70314854158672,7.334861693714569,1.0953579868237096,-0.7799222061459476
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,glszm,0.7604494114695616,0.7620318897391137,1.0888145387310275,0.027753862659040635
lbp-3D-m2_glszm_HighGrayLevelZoneEmphasis,glszm,6.141180717276858,8.05943397774482,1.0847361300358953,1.0749357257280092
wavelet-LLH_firstorder_Maximum,firstorder,378.4190080269374,362.3539450938363,1.0838622169463068,-0.2044112543957879
squareroot_glcm_JointEntropy,glcm,8.584516932417152,7.835652070042193,1.081381977849907,-1.2460759378013555
wavelet-LHH_glcm_Imc1,glcm,-0.3669252895404227,-0.47241337922154164,1.081353023460861,-0.9315408065778106
exponential_glrlm_LongRunLowGrayLevelEmphasis,glrlm,23.323902912340685,15.152614732723901,1.0798490604499242,-1.0199302860596366
wavelet-HLL_firstorder_Entropy,firstorder,4.523935998499327,4.639092404893687,1.079425929534064,0.3620363776045285
square_glcm_InverseVariance,glcm,0.3541763546333191,0.33759685611833856,1.079277572788324,-0.3115780631170439
lbp-3D-m1_glszm_HighGrayLevelZoneEmphasis,glszm,15.091393597720732,13.268265123869162,1.0719247400766398,-0.934427894199102
wavelet-LHL_glcm_Correlation,glcm,0.1567738437788161,0.10835748664020665,1.0697871544648343,-0.4615407210803163
lbp-3D-m2_glszm_LowGrayLevelZoneEmphasis,glszm,0.49669825792157757,0.38929946815017547,1.06479359361625,-0.9925424651173487
wavelet-HLL_gldm_LargeDependenceEmphasis,gldm,8.8574284618458,6.163651422079963,1.063488703517573,-0.6779232061556915
original_shape_Maximum2DDiameterColumn,shape,48.4359440407136,50.991682545526466,1.0634441808973496,0.6868891030796178
lbp-3D-m1_glszm_LargeAreaLowGrayLevelEmphasis,glszm,265.0639659693217,151.28020403979264,1.063308863584334,-0.7955128388267496
wavelet-HLL_firstorder_InterquartileRange,firstorder,32.727216447415564,42.45916292994945,1.060096986486278,1.07963130814256
log-sigma-5-0-mm-3D_glcm_JointEntropy,glcm,7.003844712735448,7.334186095116586,1.0506637878595515,0.5177789098707091
wavelet-LHH_glszm_GrayLevelNonUniformity,glszm,9.386480844566302,7.1124211479762405,1.050575292095381,-0.8064189886591021
wavelet-LLH_glcm_Idn,glcm,0.8386380999749962,0.8467628314062158,1.0481438265349545,0.35661341766968924
wavelet-LLH_glcm_Contrast,glcm,1977.940186744007,1750.0602546528426,1.0471826117621508,-0.2205827971673439
wavelet-LLH_glcm_Correlation,glcm,-0.09562152067221164,-0.10799978711572511,1.0462423580210842,-0.14631245555819888
wavelet-LLL_glcm_MCC,glcm,0.8660535313206003,0.9208917013756629,1.0453195745155999,0.6605936178986219
wavelet-LHH_glszm_ZoneEntropy,glszm,6.226812530048309,6.091226268832849,1.043312379057083,-0.57817965201107
wavelet-HHH_gldm_DependenceEntropy,gldm,5.781486274507109,5.692949590237474,1.0428955818486176,-0.4701967556132655
gradient_glcm_Imc2,glcm,0.7292182454791488,0.7339070644709265,1.034987546972366,0.048365248120965675
gradient_gldm_SmallDependenceHighGrayLevelEmphasis,gldm,24.700536325610972,20.097961611592634,1.0308696714777652,-0.3597967850361648
wavelet-LHH_glszm_SizeZoneNonUniformity,glszm,220.01163984714327,175.3707151560955,1.0245613353819882,-0.7113579303666875
original_shape_Elongation,shape,0.7929152454051613,0.7612422683443933,1.0220055246836617,-0.48791959524906225
wavelet-LHH_firstorder_Range,firstorder,427.740491676544,527.3638982683981,1.0215300336355355,0.7070572092310867
lbp-3D-k_glszm_ZonePercentage,glszm,0.01635810710523004,0.027233632213323707,1.0196646789032542,1.1549822071654607
wavelet-HHL_gldm_LargeDependenceEmphasis,gldm,11.672289073300252,7.490194964232644,1.0180351500943843,-0.7023751755120401
log-sigma-4-0-mm-3D_gldm_LargeDependenceEmphasis,gldm,15.466671916438928,6.93292054738888,1.0172693932713321,-0.897551630022776
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,glrlm,260.4264411386218,640.1933554406414,1.007388355311875,2.1846164166054005
wavelet-HLL_firstorder_10Percentile,firstorder,-28.016521623677896,-36.072152579739424,1.007099661559672,-0.9010837537858687
wavelet-LHL_glcm_Idn,glcm,0.9205022236246432,0.9171610820954298,1.0066950743666485,-0.14744830252975422
exponential_glrlm_RunVariance,glrlm,3.987824204530762,3.597661765002405,1.0052522168541076,-0.34410293912320045
wavelet-LLL_firstorder_Uniformity,firstorder,0.013654460733375492,0.0168723079301242,1.0022788508292269,0.7667207633753415
lbp-3D-k_glszm_ZoneVariance,glszm,16245.543401328774,7517.12533093875,1.001846904541121,-0.8318107110828574
log-sigma-5-0-mm-3D_gldm_DependenceVariance,gldm,3.695085712835306,1.7736154724999385,1.001069126975876,-0.847846074571793
wavelet-HHL_glszm_SizeZoneNonUniformity,glszm,100.7138259023414,107.64719139780625,0.991054156477074,0.24193732068292992
wavelet-LHL_firstorder_Kurtosis,firstorder,8.14113250343909,9.937021308989609,0.9902236954672747,0.48007464346943557
wavelet-HHL_glcm_Correlation,glcm,0.011737970376408216,-0.01096606686320313,0.9862742130137124,-0.7341713044015125
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,0.002640067867744699,0.004142091842855709,0.9853822574648061,1.427247623318491
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,gldm,6.303041770017565,6.275132020456981,0.9840448258036731,-0.102000696802212
gradient_glcm_DifferenceEntropy,glcm,3.057515352917158,2.780968729885898,0.9836864405768482,-0.769763413266331
lbp-3D-m1_glrlm_LongRunLowGrayLevelEmphasis,glrlm,0.4104941619729702,0.42684792265522076,0.9828624982435439,0.2093074711655832
wavelet-HLH_gldm_LargeDependenceEmphasis,gldm,8.796891997830096,6.289281596452382,0.982219504874941,-0.5894275955898571
square_glcm_Correlation,glcm,0.28403411685588487,0.29138424064262713,0.9816716640456752,0.05623799423453058
wavelet-HHH_gldm_DependenceVariance,gldm,3.3078492172163783,2.0438111311930434,0.9803701860075338,-0.6860049514427118
wavelet-HHH_firstorder_Maximum,firstorder,90.85522940456659,115.04833356379243,0.9710948550656867,0.7566112717077913
original_glcm_MCC,glcm,0.6618667191335225,0.7675560604145787,0.9691354813512494,0.8156854168076396
square_glcm_JointEntropy,glcm,5.314909127617272,5.066129757947818,0.967527469618583,-0.25594153544541526
wavelet-HLH_glszm_GrayLevelNonUniformity,glszm,11.393607783305956,9.467846876262708,0.9647492535732141,-0.756554500138165
lbp-3D-m2_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,7.338041909945538,6.341283556847081,0.9632983284974485,-0.6044482008004177
lbp-3D-k_firstorder_Median,firstorder,-0.5579758428238568,-0.4491891565753304,0.9631225121072208,0.6994243205122814
gradient_firstorder_Median,firstorder,24.709505737300905,21.011501043885197,0.9619183200980271,-0.47819507739909706
square_firstorder_Median,firstorder,17.028314977647337,18.445835894854127,0.9591527860249045,0.15196881251315691
wavelet-LLH_firstorder_InterquartileRange,firstorder,188.5853942427849,167.59896184074435,0.9582252285187609,-0.35939194556847553
original_shape_MajorAxisLength,shape,47.10169925042321,49.46109481317944,0.9571020865019224,0.5039311097042778
wavelet-HLH_glcm_Idn,glcm,0.901493918201134,0.891023582851763,0.9527530118778343,-0.53197884333223
wavelet-LLH_gldm_LargeDependenceEmphasis,gldm,2.127158963186688,2.34322059723117,0.9523857980462691,0.46579901868696827
lbp-3D-m2_firstorder_Skewness,firstorder,-0.7400305257007163,-0.5155714284599381,0.9513523438738972,0.7985174415322367
original_glszm_SizeZoneNonUniformity,glszm,162.43204805752052,134.8505989210907,0.9475662159055439,-0.517561842474698
lbp-3D-m1_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,8.1688518472891,7.068153474260419,0.9472160773451956,-0.4700041663358232
square_glcm_DifferenceAverage,glcm,1.9885554998236434,2.467694155207255,0.9468384504856943,0.5815933755738025
wavelet-HHH_glszm_GrayLevelNonUniformity,glszm,11.805905485268609,9.826187834691032,0.9438144306973625,-0.7424891306674186
original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,0.02279103198779111,0.019406219049161205,0.9413616968796416,-0.2978863508548746
gradient_glcm_ClusterProminence,glcm,3919.844937404204,2622.477579099187,0.9393812845007625,-0.37945345817516724
wavelet-LLH_firstorder_Median,firstorder,29.088528963322783,47.933054556742434,0.9378525777471108,0.697460796548695
lbp-3D-k_glcm_ClusterProminence,glcm,0.3979380827027016,0.43747031389447216,0.9372146429139803,0.39520390325046506
log-sigma-5-0-mm-3D_firstorder_Maximum,firstorder,193.82618184316726,182.42267300016317,0.9365279547078462,-0.38870459931382867
wavelet-LLL_firstorder_Minimum,firstorder,-471.4410236085707,-443.2871242560204,0.9358011469172315,0.3721662200546363
lbp-3D-m2_firstorder_90Percentile,firstorder,17.144368500032293,16.765876139755434,0.9351700813868824,-0.8102713908773461
lbp-3D-m2_glszm_SizeZoneNonUniformity,glszm,3.8837037612428373,5.691060421181857,0.9327612979493686,1.0586162686057854
log-sigma-5-0-mm-3D_firstorder_InterquartileRange,firstorder,62.12781678014509,53.4612722407521,0.9316782824827237,-0.3940400743713182
square_glrlm_RunLengthNonUniformity,glrlm,293.7804392230218,217.09875437040301,0.9312007881803428,-0.7604048359695142
wavelet-HLH_glszm_ZoneEntropy,glszm,5.7680929172936555,5.595122348710954,0.9311326738480448,-0.7423312367860794
wavelet-LLL_glcm_Imc1,glcm,-0.5864730811706588,-0.6443919823122195,0.9311314913923286,-0.5294281998358062
log-sigma-3-0-mm-3D_firstorder_Median,firstorder,65.66089574283077,64.03218808373315,0.928742153378661,-0.06734036183229464
gradient_glcm_Imc1,glcm,-0.12695290878772705,-0.16084752506972505,0.9236992727651105,-0.8027508867681852
square_gldm_LowGrayLevelEmphasis,gldm,0.282247792510261,0.3169894882329831,0.9216211277340601,0.19987325939234757
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,glszm,9.067186838737692,7.071526079737541,0.9214506855772894,-0.7986615348375093
log-sigma-4-0-mm-3D_firstorder_Maximum,firstorder,205.5852956998916,198.9690829393652,0.9204776401472533,-0.2000923471406859
